question,answer,context,id,task,direction,size
how many members were inducted for announcing?,2,csv/204-csv/811.csv,nt-1260,,,
how do you say 'do you speak afrikaans?' in afrikaans?,Praat jy Afrikaans?,csv/200-csv/7.csv,nt-1261,,,
how many games did the austrians win in the 1990s?,11,csv/204-csv/933.csv,nt-1262,,,
which coach served previous to ardis smith?,F. C. Owen,csv/203-csv/577.csv,nt-1263,,,
tourism income in latin american countries in 2003 was at most what percentage of gdp?,"18,8",csv/203-csv/54.csv,nt-1264,,,
"what was the result of the game before the game of march 9, 1968?",5-2,csv/204-csv/350.csv,nt-1265,,,
what was the last single released?,Perpetual Motion Machine,csv/203-csv/123.csv,nt-1266,,,
which communities have at least 100 people?,Cole Harbour 30|Millbrook 27,csv/204-csv/251.csv,nt-1267,,,
what was the last year chasetown won?,2005,csv/204-csv/596.csv,nt-1268,,,
what's the number of schools represented in the table?,28,csv/203-csv/721.csv,nt-1269,,,
"there was a fifth place tie in 1967, what was the next year to have a fifth place tie?",1990,csv/204-csv/110.csv,nt-1270,,,
which dates did the colombo national hospital have more than 75 but less than 100 idps?,11 Mar [8]|13 Mar [9],csv/204-csv/217.csv,nt-1271,,,
which morgan creek film grossed the most money prior to 1994?,Robin Hood: Prince of Thieves,csv/203-csv/98.csv,nt-1272,,,
"at the 2006 gran premio telmex, who finished last?",Dan Clarke,csv/204-csv/496.csv,nt-1273,,,
darlington and notts county both played in which tie in the first round proper?,3,csv/204-csv/802.csv,nt-1274,,,
"what was the difference in r&b ranking between ""come go with me"" and ""dance 4 me.""?",49,csv/204-csv/438.csv,nt-1275,,,
what is the only years without representatives from either the democratic or republican party.,1865,csv/203-csv/95.csv,nt-1276,,,
"tell me the number with a ""fab"" of 500 nm.",2,csv/204-csv/582.csv,nt-1277,,,
how long was his professional career?,19 years,csv/204-csv/399.csv,nt-1278,,,
what was the only team to place 5th called?,Chelsea,csv/203-csv/450.csv,nt-1279,,,
what was the first year where the position was higher than 3rd place?,2008,csv/203-csv/715.csv,nt-1280,,,
did babin record more sacks for houston or for jacksonville?,Houston,csv/203-csv/258.csv,nt-1281,,,
what was total number of civilian casualties in vilovo?,64,csv/204-csv/693.csv,nt-1282,,,
kert toobal is the oldest who is the next oldest player listed?,Argo Meresaar,csv/203-csv/116.csv,nt-1283,,,
how many songs were remixed by garraund?,2,csv/204-csv/804.csv,nt-1284,,,
how many sacks did this player have in his first five seasons?,34,csv/204-csv/756.csv,nt-1285,,,
tell me the number of artists who ended up in 6th place.,2,csv/204-csv/915.csv,nt-1286,,,
what was piotr's total number of 3rd place finishes?,3,csv/204-csv/622.csv,nt-1287,,,
what is the difference between the number of employees at mundelein elementary school district 75 and fremon school district 79?,74,csv/203-csv/737.csv,nt-1288,,,
who was the fastest swimmer?,Sophie Pascoe,csv/204-csv/422.csv,nt-1289,,,
how many wins did the red raiders have?,6,csv/204-csv/197.csv,nt-1290,,,
what is the name of the last building on this chart?,Idaho Power Building,csv/204-csv/489.csv,nt-1291,,,
what is the largest attendance on the chart,"101,821",csv/204-csv/994.csv,nt-1292,,,
which team won the most runs?,Switzerland,csv/204-csv/397.csv,nt-1293,,,
"which was listed first, arnold trail to quebec or coplin plantation schoolhouse?",Arnold Trail to Quebec,csv/203-csv/649.csv,nt-1294,,,
what were the total number of times 4th was listed as a result in this chart?,4,csv/203-csv/300.csv,nt-1295,,,
what time is the only game in august?,7:30 PM,csv/204-csv/513.csv,nt-1296,,,
how many points did the dolphins score against the buffalo bills total?,27,csv/204-csv/9.csv,nt-1297,,,
how many games did the winning team score above 3 points?,6,csv/203-csv/164.csv,nt-1298,,,
what was the total number of wins in the season?,7,csv/204-csv/73.csv,nt-1299,,,
"mark ferrandino, frank ferri, joe fitzpatrick and ed flanagan were each what profession?",Politician,csv/204-csv/866.csv,nt-1300,,,
"if a man has a phone on qb's network, how many different mobile prefixes could his phone have?",4,csv/203-csv/202.csv,nt-1301,,,
"between super dragon, scott lost and paul london - who had the highest number of reigns and defences?",Scott Lost,csv/204-csv/721.csv,nt-1302,,,
the download at the top of the chart,evolt,csv/203-csv/743.csv,nt-1303,,,
"other than the 2007 election, which election had approximately 39% of the popular vote?",2011,csv/203-csv/558.csv,nt-1304,,,
which solid base single peaked highest on the finnish singles chart?,Come'n Get Me,csv/202-csv/24.csv,nt-1305,,,
_____ and _______ both played 16 games.,Ralf Woods|Ray Woods,csv/204-csv/344.csv,nt-1306,,,
what is the last type of dance listed?,Showdance,csv/204-csv/711.csv,nt-1307,,,
what is the last city listed?,Lijiang,csv/203-csv/363.csv,nt-1308,,,
how many chevrolets finished in the top ten?,4,csv/203-csv/131.csv,nt-1309,,,
how many points did the eagles score in week 13?,29,csv/203-csv/405.csv,nt-1310,,,
how many awards has he been nominated for and not won?,3,csv/203-csv/191.csv,nt-1311,,,
name the player whose fee was not free.,Barrie Aitchison,csv/204-csv/883.csv,nt-1312,,,
who is the only canadian in the tournaments?,Sébastien Lareau,csv/204-csv/351.csv,nt-1313,,,
list each of the schools that came in 2nd for cws best finish.,Arizona|Penn State|Western Michigan,csv/203-csv/412.csv,nt-1314,,,
how many total medals did switzerland and france win?,2,csv/204-csv/297.csv,nt-1315,,,
what was the total number of rounds in the fight against ovince st. preux?,2,csv/204-csv/461.csv,nt-1316,,,
which year had the least amount of overall seats won?,1949,csv/204-csv/72.csv,nt-1317,,,
how many singles did celine dion sing?,4,csv/203-csv/7.csv,nt-1318,,,
how many winners are from brazil?,0,csv/204-csv/48.csv,nt-1319,,,
"who reigned longer, geunchogo or chaekgye?",Geunchogo,csv/204-csv/465.csv,nt-1320,,,
what were the number of games scheduled in november?,5,csv/203-csv/691.csv,nt-1321,,,
which was the last team played?,Los Angeles Rams,csv/203-csv/672.csv,nt-1322,,,
only one championship in which he participated was held outside europe. where was this?,"Tokyo, Japan",csv/204-csv/445.csv,nt-1323,,,
how many consecutive titles did bridgestone win?,3,csv/204-csv/474.csv,nt-1324,,,
which was the only tribunal to have more than 40 executions in effigie?,Granada,csv/203-csv/303.csv,nt-1325,,,
what is the most amount of people to attend a single game this season?,"48,278",csv/204-csv/605.csv,nt-1326,,,
what is the total number of counties listed?,100,csv/204-csv/960.csv,nt-1327,,,
what race is listed after white?,Black,csv/204-csv/990.csv,nt-1328,,,
yes or no: dundee is ranked in the top third of this for population.,No,csv/203-csv/74.csv,nt-1329,,,
the difference in passengers between los angeles and toronto,"13,547",csv/203-csv/515.csv,nt-1330,,,
"which church had more weekly collections; cathedral of christ the king, or saint brigid catholic church?",Cathedral of Christ the King,csv/203-csv/387.csv,nt-1331,,,
which submarine had the most tonnage?,San Tiburcio,csv/203-csv/148.csv,nt-1332,,,
how many days did ultimo gladiador and ultimo vampiro hold the title?,145,csv/204-csv/245.csv,nt-1333,,,
what is the number of varsity sports at maryland,20,csv/204-csv/442.csv,nt-1334,,,
what is the score in the top row?,1-0,csv/203-csv/826.csv,nt-1335,,,
who finished after claudia poll?,Vanessa García,csv/204-csv/886.csv,nt-1336,,,
how many times is fiji listed as the opposition?,2,csv/203-csv/871.csv,nt-1337,,,
what is the last code listed?,UT,csv/204-csv/579.csv,nt-1338,,,
does allegiant air fly to dallas or las vegas?,Las Vegas,csv/204-csv/215.csv,nt-1339,,,
how many titles have only one artist?,2,csv/204-csv/643.csv,nt-1340,,,
who was the first team to be champion of the tournament?,Maryland,csv/204-csv/807.csv,nt-1341,,,
what is the next film of ahsan's that will be released?,Parle Theka,csv/203-csv/18.csv,nt-1342,,,
what was the last award that nujoma won?,Sir Seretse Khama SADC Meda,csv/203-csv/769.csv,nt-1343,,,
"how many times did the single ""butterfly"" rank as 1 in the chart?",5,csv/201-csv/48.csv,nt-1344,,,
which county has only 774 households?,McCone,csv/204-csv/572.csv,nt-1345,,,
which event was the longest amount of days held?,IWL Oktoberfest,csv/204-csv/245.csv,nt-1346,,,
how many lego games are there?,29,csv/203-csv/580.csv,nt-1347,,,
what is the most number of goals scored by elvir rahimic in a single season?,3,csv/202-csv/26.csv,nt-1348,,,
which parameter has the most number of doors per car per side?,EW58,csv/202-csv/287.csv,nt-1349,,,
how many players are australian?,1,csv/204-csv/753.csv,nt-1350,,,
how many teams won less than the pune strykers?,4,csv/204-csv/334.csv,nt-1351,,,
how many players scored at least ten goals?,9,csv/203-csv/176.csv,nt-1352,,,
which party had the greatest number of new seats in this election?,Conservatives,csv/204-csv/223.csv,nt-1353,,,
how many more previous points does the australian open have than the qatar total open?,1100,csv/204-csv/651.csv,nt-1354,,,
what is the total number times panama was the opponent?,2,csv/203-csv/652.csv,nt-1355,,,
how many times did brazil score during the game on november 6th?,2,csv/203-csv/648.csv,nt-1356,,,
"when ian holloway left plymouth argyle, what was his/her manner of departure?",Resigned (hired by Leicester City),csv/203-csv/156.csv,nt-1357,,,
how many votes were there for the constituency of danta?,73751,csv/204-csv/683.csv,nt-1358,,,
how many types have a height greater than 5 mm?,29,csv/203-csv/356.csv,nt-1359,,,
does any whitworth size have the same core diameter as the number drill 26?,3/16,csv/204-csv/828.csv,nt-1360,,,
who was the only player drafted in the top 10?,Jonas Brodin,csv/204-csv/327.csv,nt-1361,,,
how many different countries are listed?,6,csv/204-csv/681.csv,nt-1362,,,
what is the total number of songs that are listed in the table?,11,csv/203-csv/755.csv,nt-1363,,,
which is the only year with promotion playoffs and promoted,1971,csv/204-csv/738.csv,nt-1364,,,
what company has the top revenue?,"Wal-Mart Stores, Inc.",csv/203-csv/83.csv,nt-1365,,,
what country won the most medals?,Great Britain (GBR),csv/203-csv/206.csv,nt-1366,,,
what is the total number of rows in the first column with something in it?,10,csv/204-csv/733.csv,nt-1367,,,
how many litres do individuals in yukon consume in spirits per year?,12.7,csv/204-csv/533.csv,nt-1368,,,
what is the top grossing film?,Robin Hood: Prince of Thieves,csv/203-csv/98.csv,nt-1369,,,
what is the game after 81?,82,csv/204-csv/833.csv,nt-1370,,,
how many buildings has the same year of listing as 1974?,15,csv/204-csv/872.csv,nt-1371,,,
what is the total number of singles released?,13,csv/203-csv/877.csv,nt-1372,,,
who was the last character on bbc to be hiv positive?,Mark Fowler,csv/203-csv/293.csv,nt-1373,,,
which country had a release with the same label as germany?,France,csv/204-csv/17.csv,nt-1374,,,
"how many total medals did china, japan, and south korea collect?",34,csv/204-csv/383.csv,nt-1375,,,
how many people were killed in total in the attacks in 1973 and 1974?,90,csv/204-csv/514.csv,nt-1376,,,
which person is the only german native?,Marcus Popp,csv/203-csv/481.csv,nt-1377,,,
the nebraska cornhuskers last game was played where,"Folsom Field • Boulder, CO",csv/204-csv/294.csv,nt-1378,,,
what was the last movie that kajal aggarwal won an award for?,Thuppakki,csv/203-csv/451.csv,nt-1379,,,
what championship was played just before the us open?,Western and Southern Open,csv/204-csv/651.csv,nt-1380,,,
what are the total number of times northampton-class cruiser is listed as the class of the ship?,3,csv/203-csv/403.csv,nt-1381,,,
how many players have a total above 10?,10,csv/204-csv/525.csv,nt-1382,,,
how long did it take the fifth place finisher to run the race?,53.66,csv/204-csv/937.csv,nt-1383,,,
were the highest unemployment rates in japan before or after the year 2000?,after,csv/202-csv/28.csv,nt-1384,,,
how long did sonia o'sullivan take to finish in 2003?,53:26,csv/204-csv/286.csv,nt-1385,,,
"which driver in the top 8, drives a mclaran-mercedes but is not in first place?",Kimi Räikkönen,csv/203-csv/76.csv,nt-1386,,,
what city is the miller park stadium located in?,"Milwaukee, Wisconsin",csv/204-csv/392.csv,nt-1387,,,
canada finished in 1:45.53. tell me the country in the previous slot.,Italy,csv/204-csv/745.csv,nt-1388,,,
which year has the most film appearances?,2013,csv/203-csv/797.csv,nt-1389,,,
how long is the entire race (how many months)?,5,csv/204-csv/845.csv,nt-1390,,,
what was the total number of overall wins for harvard?,6,csv/204-csv/879.csv,nt-1391,,,
which urban area has the least people per square kilometer?,Livingston,csv/203-csv/74.csv,nt-1392,,,
which division has this team played the most games in?,3ª,csv/204-csv/532.csv,nt-1393,,,
what town is listed the most?,Temagami,csv/204-csv/944.csv,nt-1394,,,
on what date did the first episode of the whole 19 yards air?,17 April 2010,csv/204-csv/362.csv,nt-1395,,,
how many more people live in dennery than the forest reserve?,"12,599",csv/203-csv/212.csv,nt-1396,,,
who had the top score in the pga championship?,Bubba Watson,csv/203-csv/151.csv,nt-1397,,,
"does ""change"" rank higher than ""standards"" on the u.s. billboard 200 chart?",Yes,csv/203-csv/686.csv,nt-1398,,,
did belfast royal academy have more or less total finals than ballyclare high school?,more,csv/203-csv/362.csv,nt-1399,,,
what was the latest championship to be played in the grand slam category?,US Open,csv/204-csv/651.csv,nt-1400,,,
how many nations have received at least 1 gold medal?,9,csv/204-csv/183.csv,nt-1401,,,
only state senator who caucuses with idc whose last name ends in 'v',David Valesky,csv/204-csv/400.csv,nt-1402,,,
what is the number of songs produced by k-def on the album?,9,csv/204-csv/906.csv,nt-1403,,,
which group has the most derivation?,Eskimo,csv/202-csv/239.csv,nt-1404,,,
what was the last district created?,Santa Anita,csv/204-csv/739.csv,nt-1405,,,
how many drivers completed the 2007 steelback grand prix?,5,csv/203-csv/761.csv,nt-1406,,,
how many more silvers did italy win compared to the united states?,3,csv/203-csv/496.csv,nt-1407,,,
which building in canada was the first to be taller than 200m?,Toronto-Dominion Centre,csv/203-csv/777.csv,nt-1408,,,
what winner received the least number of votes?,William F. Kopp,csv/204-csv/252.csv,nt-1409,,,
"which game sites had an attendance lower than 50,000",The Meadowlands|Georgia Dome|RCA Dome|Kingdome|Foxboro Stadium|Astrodome|The Meadowlands,csv/204-csv/443.csv,nt-1410,,,
what is the number of poles that daly has won in his career?,12,csv/204-csv/722.csv,nt-1411,,,
"which interface appears first, sata 6 gbit/s or pcie?",SATA 6 Gbit/s,csv/204-csv/152.csv,nt-1412,,,
who was the last player in the top 10?,Horton Smith,csv/203-csv/864.csv,nt-1413,,,
how many players play either mf or df?,12,csv/204-csv/877.csv,nt-1414,,,
the two that are substantially intact are château de montreuil-bellay and which other one?,Château d'Angers,csv/204-csv/806.csv,nt-1415,,,
what were the total number of players selected in the second round?,3,csv/203-csv/455.csv,nt-1416,,,
"which record is faster, 50km race walk or marathon",Marathon,csv/203-csv/102.csv,nt-1417,,,
was each tournament on a hard surface?,no,csv/204-csv/638.csv,nt-1418,,,
what is the total number of multi-platinum songs?,8,csv/203-csv/799.csv,nt-1419,,,
who was the winner immediately before ron ng?,Raymond Lam,csv/204-csv/935.csv,nt-1420,,,
which year had the most credits?,2004,csv/201-csv/36.csv,nt-1421,,,
how many had voter turnouts more than 50%?,8,csv/204-csv/226.csv,nt-1422,,,
what are the number of times hit is listed as the operator?,5,csv/203-csv/196.csv,nt-1423,,,
who was the next transfer after silvestre varela?,Mario Rondón,csv/204-csv/539.csv,nt-1424,,,
how many episodes had less than .9 viewers?,2,csv/204-csv/449.csv,nt-1425,,,
which model has the largest bandwidth,Voodoo5 6000,csv/204-csv/582.csv,nt-1426,,,
is there a points difference between the 9th position and 19th position on the list?,No,csv/203-csv/76.csv,nt-1427,,,
who is from outside of great britain?,Simona Armstrong,csv/203-csv/129.csv,nt-1428,,,
how many total failed attempts occurred at makalu and cho oyu?,80,csv/204-csv/570.csv,nt-1429,,,
what is the first destination in the chart?,Kozhikode,csv/204-csv/824.csv,nt-1430,,,
who won the most silver medals?,Indonesia,csv/204-csv/725.csv,nt-1431,,,
who had the highest single game attendance of the team's averaging less than 500?,ALO's Hokuriku,csv/203-csv/561.csv,nt-1432,,,
which member of the second incarnation of the lachlan was also a nationalist?,Ernest Buttenshaw,csv/202-csv/76.csv,nt-1433,,,
how many years was the team in the 3 a division?,4,csv/203-csv/783.csv,nt-1434,,,
in which party did the minister belong that held the longest term in office?,Panhellenic Socialist Movement,csv/204-csv/370.csv,nt-1435,,,
how many honda motorcycles completed the race?,6,csv/203-csv/166.csv,nt-1436,,,
are there more or less than 8 properties?,more,csv/204-csv/229.csv,nt-1437,,,
where did camerin win singles after cagnes-sur-mer?,"Nottingham, England $50,000",csv/204-csv/562.csv,nt-1438,,,
at which date was the highest attendance recorded?,Jan. 26,csv/204-csv/615.csv,nt-1439,,,
which companies were founded at least after 1990?,Amiga Active|Amiga Force|Amiga Power|Bazinama|Bazy Rayaneh|BGamer|BioGamer Girl Magazine|Commodore Force|Donya ye Bazi|EDGE|EGM²|Expert Gamer|FUN! Online Games Magazine|Gamemunition|Giochi per il mio computer|Game Developer (magazine)|Games for Windows: The Official Magazine|Game Informer|GameStar|GameNOW|gamesTM|LeveL|meeveo|NGamer|Newbez|Nintendo Force|Nintendo La Rivista Ufficiale|Nintendo Magazine System (Australia)|Official Dreamcast Magazine (UK)|Official Dreamcast Magazine (US)|Official Nintendo Magazine|Official PlayStation Magazine (Australia)|Official UK PlayStation Magazine|Official U.S. PlayStation Magazine|Official Xbox Magazine|Oyungezer|PC Gamer|PC Games|PC Mania|Pelit|Play|PlayStation Magazine Ufficiale|PlayStation Official Magazine (UK)|PlayStation: The Official Magazine|Planet PC|Popsoft|Power Unlimited|PSM3|PNM (Pure Nintendo)|Retro|Retro Gamer|Sega Force|Sega Saturn Magazine|SKOAR!|Thirteen1|Xbox World,csv/203-csv/241.csv,nt-1440,,,
which single(s) had the highest uk singles chart position?,"Melting Pot|""The Banner Man""",csv/204-csv/672.csv,nt-1441,,,
list the number of items written by brad falchuk,1,csv/203-csv/306.csv,nt-1442,,,
what year did the bulldogs make the greatest number of tries,2001,csv/203-csv/34.csv,nt-1443,,,
"which manufacturer built a model that had a max range over 5,000 km?",Airbus|Alenia|Antonov|AVIC|CASA/Indonesian Aerospace|CASA|Embraer|Kawasaki|Lockheed,csv/203-csv/601.csv,nt-1444,,,
who has more silver medals: karine ruby or shaun white?,Karine Ruby,csv/203-csv/308.csv,nt-1445,,,
how many teams won 6 matches?,1,csv/203-csv/486.csv,nt-1446,,,
how many towns or villages have a population of at least 5 but less than 10?,6,csv/203-csv/568.csv,nt-1447,,,
which date is listed first on the table?,17 September 2007,csv/203-csv/675.csv,nt-1448,,,
how many canadian players are listed?,3,csv/203-csv/305.csv,nt-1449,,,
in what week did the kansas city chiefs go into overtime in their 1997 season?,5,csv/204-csv/936.csv,nt-1450,,,
does any airbase have the same location served as tha'lah military airbase?,No,csv/204-csv/102.csv,nt-1451,,,
which other player scored the same as the player from japan?,Payne Stewart|Bob Tway,csv/203-csv/499.csv,nt-1452,,,
what nation had the most silver medals?,Colombia,csv/204-csv/922.csv,nt-1453,,,
how many goals did ismail isa score this season?,8,csv/204-csv/784.csv,nt-1454,,,
which collection made the top of the list?,The Name of the Game,csv/203-csv/570.csv,nt-1455,,,
which team won the champ car world series the year before rusport?,Newman/Haas Racing,csv/203-csv/99.csv,nt-1456,,,
how long did bernard pilon serve in the canadian army?,4 years,csv/204-csv/608.csv,nt-1457,,,
which athlete finished the first race but did not finish the second race?,Lyubomir Popov,csv/204-csv/169.csv,nt-1458,,,
besides julia stowers who is the other american listed?,Kaitlin Sandeno,csv/204-csv/902.csv,nt-1459,,,
which coach was the first to coach before all others?,Ed Weir,csv/204-csv/95.csv,nt-1460,,,
how many consecutive 10mhz frequency chips are there?,3,csv/204-csv/416.csv,nt-1461,,,
how many different kit manufacturers are involved?,5,csv/204-csv/567.csv,nt-1462,,,
which countries won more total medals than bulgaria?,Russia,csv/204-csv/261.csv,nt-1463,,,
how many third duma and fourth duma for nationalists,48,csv/204-csv/599.csv,nt-1464,,,
how many championships did he compete in?,6,csv/204-csv/445.csv,nt-1465,,,
what is the first listed news talk information station?,KEYZ,csv/203-csv/749.csv,nt-1466,,,
"who received more total medals, ecuador or chile?",Chile,csv/204-csv/785.csv,nt-1467,,,
can you find the top entered service?,9-1-1909,csv/204-csv/882.csv,nt-1468,,,
how many radio stations are under the licensee simmons broadcasting?,4,csv/203-csv/749.csv,nt-1469,,,
"how many teams played on february 14th, 1976?",7,csv/204-csv/861.csv,nt-1470,,,
how many golfers shot at least 2 under par at the 2010 us open?,2,csv/203-csv/134.csv,nt-1471,,,
what is the street of the only building listed in 1989?,Swan Street,csv/204-csv/872.csv,nt-1472,,,
were any towers established before the year 1800?,no,csv/203-csv/665.csv,nt-1473,,,
david kone&#269;ný and kamil baránek are of which nationality?,Czech Republic,csv/203-csv/481.csv,nt-1474,,,
what team placed after canada?,Sweden,csv/203-csv/486.csv,nt-1475,,,
what is the next date after april 8?,April 9,csv/204-csv/833.csv,nt-1476,,,
"which mine was open longer, golden giant or beanland mine?",Golden Giant Mine,csv/204-csv/944.csv,nt-1477,,,
what is the other year slovakia played besides 2010?,2011,csv/204-csv/194.csv,nt-1478,,,
which democrat had the top percentage?,Patrick J. Boland,csv/203-csv/615.csv,nt-1479,,,
azteca 7 and azteca 13 are both owned by whom?,TV Azteca,csv/204-csv/779.csv,nt-1480,,,
"when did bedford score more, 15 february 2005 or 19 february 2005?",15 February 2005,csv/203-csv/331.csv,nt-1481,,,
how many cities have more than one courthouse listed?,8,csv/204-csv/87.csv,nt-1482,,,
since 1983 what country has won the most (combined men & women)?,Kenya,csv/204-csv/31.csv,nt-1483,,,
which nation was not in the top 10 iran or germany?,Germany,csv/203-csv/812.csv,nt-1484,,,
"was ""the real ghostbusters"" made by activision or kemco?",Kemco,csv/203-csv/489.csv,nt-1485,,,
on average how many of the swara have a short name that begin with d or g?,6,csv/203-csv/352.csv,nt-1486,,,
how many films are there in total?,10,csv/204-csv/228.csv,nt-1487,,,
what are the number of kurt maschler awards helen oxenbury has won?,2,csv/203-csv/788.csv,nt-1488,,,
how many times has this team been relegated?,3,csv/204-csv/974.csv,nt-1489,,,
how many world championships has he been in?,3,csv/203-csv/429.csv,nt-1490,,,
who is listed the most in division ii community college?,Valencia CC,csv/204-csv/879.csv,nt-1491,,,
how many teams won only one game?,3,csv/204-csv/419.csv,nt-1492,,,
how many stations have frequencies between 88 and 92?,18,csv/204-csv/258.csv,nt-1493,,,
how many 4x 100m relays were run?,3,csv/203-csv/299.csv,nt-1494,,,
who was the first woman to win belgian sportswoman of the year?,Carine Verbauwen,csv/204-csv/687.csv,nt-1495,,,
who is the singer of the only song over 5 minutes in length?,Pavithra,csv/203-csv/267.csv,nt-1496,,,
"of the third division, how many were in section3?",4,csv/204-csv/974.csv,nt-1497,,,
did frozen or cásese quien pueda make more money during their respective two week periods?,Cásese Quien Pueda,csv/204-csv/7.csv,nt-1498,,,
how many russian-lipovan's were there in 1966?,"30,509",csv/202-csv/196.csv,nt-1499,,,
when were the madison mallards established?,2001,csv/202-csv/85.csv,nt-1500,,,
how many times has scribe won the award?,2,csv/204-csv/655.csv,nt-1501,,,
how many areas have at least 5 stations?,6,csv/204-csv/601.csv,nt-1502,,,
how many candidates were from halifax?,2,csv/204-csv/786.csv,nt-1503,,,
what is the total number of titles published in 2011?,6,csv/204-csv/200.csv,nt-1504,,,
how many employees does mundelein high school have?,211,csv/203-csv/737.csv,nt-1505,,,
which game had the largest attendance?,29 October 1921,csv/204-csv/467.csv,nt-1506,,,
which transmitters do not have an a.g. value containing the letter k?,Haltwhistle|Ireshopeburn|Staithes|Sunderland|Wall,csv/204-csv/270.csv,nt-1507,,,
name the first and last states to secede.,S. Carolina|Kentucky,csv/202-csv/204.csv,nt-1508,,,
list the first year more than 2000 jamaicans were granted british citizenship.,2001,csv/203-csv/467.csv,nt-1509,,,
which child was the first to die?,Harriet Churchill,csv/204-csv/626.csv,nt-1510,,,
how many games are defined as empire building?,9,csv/204-csv/700.csv,nt-1511,,,
any person can petition matters 2 and 17. true or false?,true,csv/203-csv/609.csv,nt-1512,,,
which nation won the most silver medals mexico or spain?,Spain,csv/204-csv/311.csv,nt-1513,,,
who was the only woman ranked in the top 50 representatives?,Marcy Kaptur,csv/203-csv/409.csv,nt-1514,,,
how many works were made in the incidental music genre?,6,csv/204-csv/969.csv,nt-1515,,,
what is the first year they scored 6th position in tier 3 division 3?,1963,csv/204-csv/738.csv,nt-1516,,,
what is the number of games in this rivalry that took place in the 1980s?,19,csv/204-csv/855.csv,nt-1517,,,
troy ruttman was entered by the same person as which other driver?,Jim Rathmann,csv/204-csv/511.csv,nt-1518,,,
which country took first place?,Netherlands,csv/203-csv/252.csv,nt-1519,,,
in what city was each parish established in 1964 located?,Atlanta,csv/203-csv/387.csv,nt-1520,,,
what is the difference between vladimir gadzhev and yordan miliev's scores?,3,csv/204-csv/784.csv,nt-1521,,,
which building is only for the university's admissions office?,Durst Welcome Center,csv/204-csv/240.csv,nt-1522,,,
what was the difference in score for the tenth game of the season against the oakland raiders?,24,csv/203-csv/730.csv,nt-1523,,,
how many picks were between jesse joensuu and kim johansson?,5,csv/204-csv/140.csv,nt-1524,,,
what was the last year for ppopp?,2003,csv/204-csv/916.csv,nt-1525,,,
what was the date of the last playoff game?,27-May-75,csv/203-csv/470.csv,nt-1526,,,
is the vista more than the aspect?,Yes,csv/203-csv/42.csv,nt-1527,,,
which artist had almost no points?,Boaz Sharabi,csv/203-csv/862.csv,nt-1528,,,
what was the top team according to position in table called?,Manchester City,csv/203-csv/450.csv,nt-1529,,,
who is listed below onn jaafar?,Syed Abdul Kadir Mohamed,csv/204-csv/668.csv,nt-1530,,,
when was the first neutral site game to be won by tampa bay?,"January 4, 1994",csv/203-csv/343.csv,nt-1531,,,
the choke with at least 0.005 inches of constriction,Skeet 1,csv/203-csv/112.csv,nt-1532,,,
how many works had terence cuneo completed before the year 1950?,2,csv/204-csv/106.csv,nt-1533,,,
"niji-iro no sneaker was released on march 5, 1991; which single was released the previous year?",Pulse,csv/203-csv/512.csv,nt-1534,,,
what is the total number of deputy judges that were post abolished?,4,csv/204-csv/301.csv,nt-1535,,,
which title was the last title?,Police Woman 2002 (with Groove Quantize),csv/203-csv/629.csv,nt-1536,,,
what is the next county listed after grant county?,Guadalupe,csv/204-csv/956.csv,nt-1537,,,
how many wins are listed for the season?,6,csv/204-csv/38.csv,nt-1538,,,
how do you say 'i love you' in afrikaans?,Ek is lief vir jou.,csv/200-csv/7.csv,nt-1539,,,
how many weeks did season 15 of comedy central presents span?,9,csv/203-csv/784.csv,nt-1540,,,
"who produced ""listen!!!"" but not ""hip hop hooray""?",Kwamé,csv/203-csv/810.csv,nt-1541,,,
how many channels had more shows listed than star plus?,1,csv/204-csv/729.csv,nt-1542,,,
which tournament offered the most prize money?,Sony Ericsson Championships - Istanbul 2011,csv/203-csv/444.csv,nt-1543,,,
does the malaysia open super series pay more or less than french super series?,more,csv/204-csv/634.csv,nt-1544,,,
who was the only contestant from switzerland to place in the top 50?,Daniel Böltz,csv/204-csv/669.csv,nt-1545,,,
the independent conference and the colonial athletic association both received how many bids?,2,csv/203-csv/187.csv,nt-1546,,,
"what is the number of markers listed in highkand, new york ?",10,csv/204-csv/176.csv,nt-1547,,,
how many defensive players were picked in the seventh round?,15,csv/204-csv/70.csv,nt-1548,,,
what number of counties are named for us presidents?,3,csv/204-csv/960.csv,nt-1549,,,
how many schools have at least 5 outright titles?,7,csv/203-csv/362.csv,nt-1550,,,
how many models are available in lengths longer than 30 feet?,7,csv/203-csv/42.csv,nt-1551,,,
did they play austria wein before or after jeunesse esch?,before,csv/203-csv/741.csv,nt-1552,,,
how many schools have had at least 3 share titles?,3,csv/203-csv/362.csv,nt-1553,,,
which country came in first with 7 gold medals?,South Korea,csv/204-csv/775.csv,nt-1554,,,
how many games did they play against the chicago cardinals?,2,csv/204-csv/96.csv,nt-1555,,,
what is the total number of times chelsea williams was the winner between 2007 and 2010?,2,csv/204-csv/791.csv,nt-1556,,,
what now defunct railroad existed for the shortest time?,"Orange, Alexandria and Manassas Railroad",csv/203-csv/674.csv,nt-1557,,,
which tornado outbreak on the list killed the most people?,1965 Palm Sunday tornado outbreak,csv/204-csv/899.csv,nt-1558,,,
which title has no b-sides?,Kim Wilde,csv/204-csv/689.csv,nt-1559,,,
